timestamp,device,metric,value
1734217224,Shelly PM 0,power,932.33
1734217224,Shelly PM 0,total,2599918.3
1734217224,Shelly PM 0,total_returned,42042.8
1734217224,solar,power,0
1734217224,humedad suelo,temperature,18.55
1734217224,humedad suelo,humidity,31.7
1734217224,humedad suelo,ec,219
1734217224,pH,pH,9.0
1734217224,NPK,N,6
1734217224,NPK,P,8
1734217224,NPK,K,21
1734217224,suelo,humidity,41.3
1734217224,suelo,temperature,25.7
1734217224,suelo,ec,152
1734217224,suelo,pH,3.0
1734217224,suelo,N,0
1734217224,suelo,P,30
1734217224,suelo,K,22
1734217224,suelo,salinity,83
1734217224,suelo,tds,76
1734217224,temp_interior,humidity,80.0
1734217224,temp_interior,temperature,4.1
1734217224,temp_exterior,humidity,51.6
1734217224,temp_exterior,temperature,2.4
1734217224,co2,co2,633
1734217224,presion caldera,presion,1.1
1734217284,Shelly PM 0,power,916.9
1734217284,Shelly PM 0,total,2599933.4
1734217284,Shelly PM 0,total_returned,42042.8
1734217284,solar,power,0
1734217285,humedad suelo,temperature,18.55
1734217285,humedad suelo,humidity,31.7
1734217285,humedad suelo,ec,220
1734217285,pH,pH,9.0
1734217285,NPK,N,6
1734217285,NPK,P,8
1734217285,NPK,K,21
1734217285,suelo,humidity,41.2
1734217285,suelo,temperature,25.7
1734217285,suelo,ec,153
1734217285,suelo,pH,3.0
1734217285,suelo,N,0
1734217285,suelo,P,31
1734217285,suelo,K,23
1734217285,suelo,salinity,84
1734217285,suelo,tds,76
1734217285,temp_interior,humidity,79.7
1734217285,temp_interior,temperature,4.1
1734217285,temp_exterior,humidity,51.6
1734217285,temp_exterior,temperature,2.3
1734217285,co2,co2,632
1734217285,presion caldera,presion,1.1
1734217345,Shelly PM 0,power,910.97
1734217345,Shelly PM 0,total,2599948.3
1734217345,Shelly PM 0,total_returned,42042.8
1734217347,solar,power,0
1734217347,humedad suelo,temperature,18.55
1734217347,humedad suelo,humidity,31.7
1734217347,humedad suelo,ec,220
1734217347,pH,pH,8.7
1734217347,NPK,N,6
1734217347,NPK,P,8
1734217347,NPK,K,21
1734217347,suelo,humidity,41.5
1734217347,suelo,temperature,25.7
1734217347,suelo,ec,154
1734217347,suelo,pH,3.0
1734217347,suelo,N,0
1734217347,suelo,P,31
1734217347,suelo,K,23
1734217347,suelo,salinity,84
1734217347,suelo,tds,77
1734217348,temp_interior,humidity,79.8
